*Node coordinates
*node i, xi, yi, zi
    641,           1.,  0.699999988, 0.0833333358
    642,  0.899999976,  0.699999988, 0.0833333358
    643,  0.800000012,  0.699999988, 0.0833333358
    644,  0.699999988,  0.699999988, 0.0833333358
    645,  0.600000024,  0.699999988, 0.0833333358
    646,          0.5,  0.699999988, 0.0833333358
    647,  0.400000006,  0.699999988, 0.0833333358
    648,  0.300000012,  0.699999988, 0.0833333358
    649,  0.200000003,  0.699999988, 0.0833333358
    650,  0.100000001,  0.699999988, 0.0833333358
    651,           0.,  0.699999988, 0.0833333358
    652,           2.,  0.699999988,           0.
    653,   1.89999998,  0.699999988,           0.
    654,   1.79999995,  0.699999988,           0.
    655,   1.70000005,  0.699999988,           0.
    656,   1.60000002,  0.699999988,           0.
    657,          1.5,  0.699999988,           0.
    658,   1.39999998,  0.699999988,           0.
    659,   1.29999995,  0.699999988,           0.
    660,   1.20000005,  0.699999988,           0.
    661,   1.10000002,  0.699999988,           0.
    662,           1.,  0.699999988,           0.
    663,  0.899999976,  0.699999988,           0.
    664,  0.800000012,  0.699999988,           0.
    665,  0.699999988,  0.699999988,           0.
    666,  0.600000024,  0.699999988,           0.
    667,          0.5,  0.699999988,           0.
    668,  0.400000006,  0.699999988,           0.
    669,  0.300000012,  0.699999988,           0.
    670,  0.200000003,  0.699999988,           0.
    671,  0.100000001,  0.699999988,           0.
    672,           0.,  0.699999988,           0.
    673,           2.,  0.800000012,         0.25
    674,   1.89999998,  0.800000012,         0.25
    675,   1.79999995,  0.800000012,         0.25
    676,   1.70000005,  0.800000012,         0.25
    677,   1.60000002,  0.800000012,         0.25
    678,          1.5,  0.800000012,         0.25
    679,   1.39999998,  0.800000012,         0.25
    680,   1.29999995,  0.800000012,         0.25
    681,   1.20000005,  0.800000012,         0.25
    682,   1.10000002,  0.800000012,         0.25
    683,           1.,  0.800000012,         0.25
    684,  0.899999976,  0.800000012,         0.25
    685,  0.800000012,  0.800000012,         0.25
    686,  0.699999988,  0.800000012,         0.25
    687,  0.600000024,  0.800000012,         0.25
    688,          0.5,  0.800000012,         0.25
    689,  0.400000006,  0.800000012,         0.25
    690,  0.300000012,  0.800000012,         0.25
    691,  0.200000003,  0.800000012,         0.25
    692,  0.100000001,  0.800000012,         0.25
    693,           0.,  0.800000012,         0.25
    694,           2.,  0.800000012,  0.166666672
    695,   1.89999998,  0.800000012,  0.166666672
    696,   1.79999995,  0.800000012,  0.166666672
    697,   1.70000005,  0.800000012,  0.166666672
    698,   1.60000002,  0.800000012,  0.166666672
    699,          1.5,  0.800000012,  0.166666672
    700,   1.39999998,  0.800000012,  0.166666672
    701,   1.29999995,  0.800000012,  0.166666672
    702,   1.20000005,  0.800000012,  0.166666672
    703,   1.10000002,  0.800000012,  0.166666672
    704,           1.,  0.800000012,  0.166666672
    705,  0.899999976,  0.800000012,  0.166666672
    706,  0.800000012,  0.800000012,  0.166666672
    707,  0.699999988,  0.800000012,  0.166666672
    708,  0.600000024,  0.800000012,  0.166666672
    709,          0.5,  0.800000012,  0.166666672
    710,  0.400000006,  0.800000012,  0.166666672
    711,  0.300000012,  0.800000012,  0.166666672
    712,  0.200000003,  0.800000012,  0.166666672
    713,  0.100000001,  0.800000012,  0.166666672
    714,           0.,  0.800000012,  0.166666672
    715,           2.,  0.800000012, 0.0833333358
    716,   1.89999998,  0.800000012, 0.0833333358
    717,   1.79999995,  0.800000012, 0.0833333358
    718,   1.70000005,  0.800000012, 0.0833333358
    719,   1.60000002,  0.800000012, 0.0833333358
    720,          1.5,  0.800000012, 0.0833333358
    721,   1.39999998,  0.800000012, 0.0833333358
    722,   1.29999995,  0.800000012, 0.0833333358
    723,   1.20000005,  0.800000012, 0.0833333358
    724,   1.10000002,  0.800000012, 0.0833333358
    725,           1.,  0.800000012, 0.0833333358
    726,  0.899999976,  0.800000012, 0.0833333358
    727,  0.800000012,  0.800000012, 0.0833333358
    728,  0.699999988,  0.800000012, 0.0833333358
    729,  0.600000024,  0.800000012, 0.0833333358
    730,          0.5,  0.800000012, 0.0833333358
    731,  0.400000006,  0.800000012, 0.0833333358
    732,  0.300000012,  0.800000012, 0.0833333358
    733,  0.200000003,  0.800000012, 0.0833333358
    734,  0.100000001,  0.800000012, 0.0833333358
    735,           0.,  0.800000012, 0.0833333358
    736,           2.,  0.800000012,           0.
    737,   1.89999998,  0.800000012,           0.
    738,   1.79999995,  0.800000012,           0.
    739,   1.70000005,  0.800000012,           0.
    740,   1.60000002,  0.800000012,           0.
    741,          1.5,  0.800000012,           0.
    742,   1.39999998,  0.800000012,           0.
    743,   1.29999995,  0.800000012,           0.
    744,   1.20000005,  0.800000012,           0.
    745,   1.10000002,  0.800000012,           0.
    746,           1.,  0.800000012,           0.
    747,  0.899999976,  0.800000012,           0.
    748,  0.800000012,  0.800000012,           0.
    749,  0.699999988,  0.800000012,           0.
    750,  0.600000024,  0.800000012,           0.
    751,          0.5,  0.800000012,           0.
    752,  0.400000006,  0.800000012,           0.
    753,  0.300000012,  0.800000012,           0.
    754,  0.200000003,  0.800000012,           0.
    755,  0.100000001,  0.800000012,           0.
    756,           0.,  0.800000012,           0.
    757,           2.,  0.899999976,         0.25
    758,   1.89999998,  0.899999976,         0.25
    759,   1.79999995,  0.899999976,         0.25
    760,   1.70000005,  0.899999976,         0.25
    761,   1.60000002,  0.899999976,         0.25
    762,          1.5,  0.899999976,         0.25
    763,   1.39999998,  0.899999976,         0.25
    764,   1.29999995,  0.899999976,         0.25
    765,   1.20000005,  0.899999976,         0.25
    766,   1.10000002,  0.899999976,         0.25
    767,           1.,  0.899999976,         0.25
    768,  0.899999976,  0.899999976,         0.25
    769,  0.800000012,  0.899999976,         0.25
    770,  0.699999988,  0.899999976,         0.25
    771,  0.600000024,  0.899999976,         0.25
    772,          0.5,  0.899999976,         0.25
    773,  0.400000006,  0.899999976,         0.25
    774,  0.300000012,  0.899999976,         0.25
    775,  0.200000003,  0.899999976,         0.25
    776,  0.100000001,  0.899999976,         0.25
    777,           0.,  0.899999976,         0.25
    778,           2.,  0.899999976,  0.166666672
    779,   1.89999998,  0.899999976,  0.166666672
    780,   1.79999995,  0.899999976,  0.166666672
    781,   1.70000005,  0.899999976,  0.166666672
    782,   1.60000002,  0.899999976,  0.166666672
    783,          1.5,  0.899999976,  0.166666672
    784,   1.39999998,  0.899999976,  0.166666672
    785,   1.29999995,  0.899999976,  0.166666672
    786,   1.20000005,  0.899999976,  0.166666672
    787,   1.10000002,  0.899999976,  0.166666672
    788,           1.,  0.899999976,  0.166666672
    789,  0.899999976,  0.899999976,  0.166666672
    790,  0.800000012,  0.899999976,  0.166666672
    791,  0.699999988,  0.899999976,  0.166666672
    792,  0.600000024,  0.899999976,  0.166666672
    793,          0.5,  0.899999976,  0.166666672
    794,  0.400000006,  0.899999976,  0.166666672
    795,  0.300000012,  0.899999976,  0.166666672
    796,  0.200000003,  0.899999976,  0.166666672
    797,  0.100000001,  0.899999976,  0.166666672
    798,           0.,  0.899999976,  0.166666672
    799,           2.,  0.899999976, 0.0833333358
    800,   1.89999998,  0.899999976, 0.0833333358
    801,   1.79999995,  0.899999976, 0.0833333358
    802,   1.70000005,  0.899999976, 0.0833333358
    803,   1.60000002,  0.899999976, 0.0833333358
    804,          1.5,  0.899999976, 0.0833333358
    805,   1.39999998,  0.899999976, 0.0833333358
    806,   1.29999995,  0.899999976, 0.0833333358
    807,   1.20000005,  0.899999976, 0.0833333358
    808,   1.10000002,  0.899999976, 0.0833333358
    809,           1.,  0.899999976, 0.0833333358
    810,  0.899999976,  0.899999976, 0.0833333358
    811,  0.800000012,  0.899999976, 0.0833333358
    812,  0.699999988,  0.899999976, 0.0833333358
    813,  0.600000024,  0.899999976, 0.0833333358
    814,          0.5,  0.899999976, 0.0833333358
    815,  0.400000006,  0.899999976, 0.0833333358
    816,  0.300000012,  0.899999976, 0.0833333358
    817,  0.200000003,  0.899999976, 0.0833333358
    818,  0.100000001,  0.899999976, 0.0833333358
    819,           0.,  0.899999976, 0.0833333358
    820,           2.,  0.899999976,           0.
    821,   1.89999998,  0.899999976,           0.
    822,   1.79999995,  0.899999976,           0.
    823,   1.70000005,  0.899999976,           0.
    824,   1.60000002,  0.899999976,           0.
    825,          1.5,  0.899999976,           0.
    826,   1.39999998,  0.899999976,           0.
    827,   1.29999995,  0.899999976,           0.
    828,   1.20000005,  0.899999976,           0.
    829,   1.10000002,  0.899999976,           0.
    830,           1.,  0.899999976,           0.
    831,  0.899999976,  0.899999976,           0.
    832,  0.800000012,  0.899999976,           0.
    833,  0.699999988,  0.899999976,           0.
    834,  0.600000024,  0.899999976,           0.
    835,          0.5,  0.899999976,           0.
    836,  0.400000006,  0.899999976,           0.
    837,  0.300000012,  0.899999976,           0.
    838,  0.200000003,  0.899999976,           0.
    839,  0.100000001,  0.899999976,           0.
    840,           0.,  0.899999976,           0.
    841,           2.,           1.,         0.25
    842,   1.89999998,           1.,         0.25
    843,   1.79999995,           1.,         0.25
    844,   1.70000005,           1.,         0.25
    845,   1.60000002,           1.,         0.25
    846,          1.5,           1.,         0.25
    847,   1.39999998,           1.,         0.25
    848,   1.29999995,           1.,         0.25
    849,   1.20000005,           1.,         0.25
    850,   1.10000002,           1.,         0.25
    851,           1.,           1.,         0.25
    852,  0.899999976,           1.,         0.25
    853,  0.800000012,           1.,         0.25
    854,  0.699999988,           1.,         0.25
    855,  0.600000024,           1.,         0.25
    856,          0.5,           1.,         0.25
    857,  0.400000006,           1.,         0.25
    858,  0.300000012,           1.,         0.25
    859,  0.200000003,           1.,         0.25
    860,  0.100000001,           1.,         0.25
    861,           0.,           1.,         0.25
    862,           2.,           1.,  0.166666672
    863,   1.89999998,           1.,  0.166666672
    864,   1.79999995,           1.,  0.166666672
    865,   1.70000005,           1.,  0.166666672
    866,   1.60000002,           1.,  0.166666672
    867,          1.5,           1.,  0.166666672
    868,   1.39999998,           1.,  0.166666672
    869,   1.29999995,           1.,  0.166666672
    870,   1.20000005,           1.,  0.166666672
    871,   1.10000002,           1.,  0.166666672
    872,           1.,           1.,  0.166666672
    873,  0.899999976,           1.,  0.166666672
    874,  0.800000012,           1.,  0.166666672
    875,  0.699999988,           1.,  0.166666672
    876,  0.600000024,           1.,  0.166666672
    877,          0.5,           1.,  0.166666672
    878,  0.400000006,           1.,  0.166666672
    879,  0.300000012,           1.,  0.166666672
    880,  0.200000003,           1.,  0.166666672
    881,  0.100000001,           1.,  0.166666672
    882,           0.,           1.,  0.166666672
    883,           2.,           1., 0.0833333358
    884,   1.89999998,           1., 0.0833333358
    885,   1.79999995,           1., 0.0833333358
    886,   1.70000005,           1., 0.0833333358
    887,   1.60000002,           1., 0.0833333358
    888,          1.5,           1., 0.0833333358
    889,   1.39999998,           1., 0.0833333358
    890,   1.29999995,           1., 0.0833333358
    891,   1.20000005,           1., 0.0833333358
    892,   1.10000002,           1., 0.0833333358
    893,           1.,           1., 0.0833333358
    894,  0.899999976,           1., 0.0833333358
    895,  0.800000012,           1., 0.0833333358
    896,  0.699999988,           1., 0.0833333358
    897,  0.600000024,           1., 0.0833333358
    898,          0.5,           1., 0.0833333358
    899,  0.400000006,           1., 0.0833333358
    900,  0.300000012,           1., 0.0833333358
    901,  0.200000003,           1., 0.0833333358
    902,  0.100000001,           1., 0.0833333358
    903,           0.,           1., 0.0833333358
    904,           2.,           1.,           0.
    905,   1.89999998,           1.,           0.
    906,   1.79999995,           1.,           0.
    907,   1.70000005,           1.,           0.
    908,   1.60000002,           1.,           0.
    909,          1.5,           1.,           0.
    910,   1.39999998,           1.,           0.
    911,   1.29999995,           1.,           0.
    912,   1.20000005,           1.,           0.
    913,   1.10000002,           1.,           0.
    914,           1.,           1.,           0.
    915,  0.899999976,           1.,           0.
    916,  0.800000012,           1.,           0.
    917,  0.699999988,           1.,           0.
    918,  0.600000024,           1.,           0.
    919,          0.5,           1.,           0.
    920,  0.400000006,           1.,           0.
    921,  0.300000012,           1.,           0.
    922,  0.200000003,           1.,           0.
    923,  0.100000001,           1.,           0.
    924,           0.,           1.,           0.
